ts,spot_id,zone_id,rides,unique_riders,cancel_rate,avg_wait
2025-08-01T22:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-01T22:00:00,S07,SG Highway,0,0,0.0,0.0
2025-08-01T22:00:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-01T22:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-01T22:00:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-01T22:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-01T22:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-01T22:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-01T22:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-01T22:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-01T22:00:00,S16,Gota,0,0,0.0,0.0
2025-08-01T22:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-01T22:00:00,S18,Navrangpura,1,1,0.11,3.7
2025-08-01T22:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-01T22:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-01T22:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-01T22:00:00,S22,Kalupur,0,0,0.0,0.0
2025-08-01T22:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-01T22:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-01T22:00:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-01T22:00:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-01T22:00:00,S27,Motera,0,0,0.0,0.0
2025-08-01T22:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-01T22:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-01T22:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-01T22:30:00,S01,Old City,0,0,0.0,0.0
2025-08-01T22:30:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-01T22:30:00,S03,Riverfront,1,1,0.06,4.8
2025-08-01T22:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-01T22:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-01T22:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-01T22:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-01T22:30:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-01T22:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-01T22:30:00,S10,Ellis Bridge,1,1,0.05,4.9
2025-08-01T22:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-01T22:30:00,S12,Memnagar,0,0,0.0,0.0
2025-08-01T22:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-01T22:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-01T22:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-01T22:30:00,S16,Gota,0,0,0.0,0.0
2025-08-01T22:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-01T22:30:00,S18,Navrangpura,1,1,0.05,2.3
2025-08-01T22:30:00,S19,Vastrapur,1,1,0.1,5.3
2025-08-01T22:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-01T22:30:00,S21,Kalupur,1,1,0.09,2.3
2025-08-01T22:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-01T22:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-01T22:30:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-01T22:30:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-01T22:30:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-01T22:30:00,S27,Motera,0,0,0.0,0.0
2025-08-01T22:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-01T22:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-01T22:30:00,S30,Jivraj,0,0,0.0,0.0
2025-08-01T23:00:00,S01,Old City,0,0,0.0,0.0
2025-08-01T23:00:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-01T23:00:00,S03,Riverfront,0,0,0.0,0.0
2025-08-01T23:00:00,S04,Riverfront,0,0,0.0,0.0
2025-08-01T23:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-01T23:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-01T23:00:00,S07,SG Highway,0,0,0.0,0.0
2025-08-01T23:00:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-01T23:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-01T23:00:00,S10,Ellis Bridge,1,1,0.08,3.1
2025-08-01T23:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-01T23:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-01T23:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-01T23:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-01T23:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-01T23:00:00,S16,Gota,0,0,0.0,0.0
2025-08-01T23:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-01T23:00:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-01T23:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-01T23:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-01T23:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-01T23:00:00,S22,Kalupur,1,1,0.07,5.4
2025-08-01T23:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-01T23:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-01T23:00:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-01T23:00:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-01T23:00:00,S27,Motera,0,0,0.0,0.0
2025-08-01T23:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-01T23:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-01T23:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-01T23:30:00,S01,Old City,0,0,0.0,0.0
2025-08-01T23:30:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-01T23:30:00,S03,Riverfront,2,2,0.08,5.4
2025-08-01T23:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-01T23:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-01T23:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-01T23:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-01T23:30:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-01T23:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-01T23:30:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-01T23:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-01T23:30:00,S12,Memnagar,1,1,0.08,5.3
2025-08-01T23:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-01T23:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-01T23:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-01T23:30:00,S16,Gota,1,1,0.06,3.6
2025-08-01T23:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-01T23:30:00,S18,Navrangpura,2,2,0.07,3.0
2025-08-01T23:30:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-01T23:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-01T23:30:00,S21,Kalupur,0,0,0.0,0.0
2025-08-01T23:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-01T23:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-01T23:30:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-01T23:30:00,S25,Hansol/Airport,1,1,0.07,4.7
2025-08-01T23:30:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-01T23:30:00,S27,Motera,0,0,0.0,0.0
2025-08-01T23:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-01T23:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-01T23:30:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T00:00:00,S01,Old City,0,0,0.0,0.0
2025-08-02T00:00:00,S02,Ashram Road,1,1,0.08,5.0
2025-08-02T00:00:00,S03,Riverfront,0,0,0.0,0.0
2025-08-02T00:00:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T00:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T00:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T00:00:00,S07,SG Highway,1,1,0.1,4.8
2025-08-02T00:00:00,S08,Prahladnagar,2,2,0.04,4.9
2025-08-02T00:00:00,S09,Navrangpura,1,1,0.04,5.3
2025-08-02T00:00:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T00:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T00:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T00:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T00:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T00:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T00:00:00,S16,Gota,0,0,0.0,0.0
2025-08-02T00:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T00:00:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T00:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T00:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T00:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T00:00:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T00:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T00:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T00:00:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T00:00:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-02T00:00:00,S27,Motera,0,0,0.0,0.0
2025-08-02T00:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T00:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T00:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T00:30:00,S01,Old City,0,0,0.0,0.0
2025-08-02T00:30:00,S02,Ashram Road,1,1,0.12,2.2
2025-08-02T00:30:00,S03,Riverfront,1,1,0.11,3.1
2025-08-02T00:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T00:30:00,S05,Vastrapur,1,1,0.09,5.3
2025-08-02T00:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T00:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T00:30:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T00:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T00:30:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T00:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T00:30:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T00:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T00:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T00:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T00:30:00,S16,Gota,0,0,0.0,0.0
2025-08-02T00:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T00:30:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T00:30:00,S19,Vastrapur,1,1,0.11,2.4
2025-08-02T00:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T00:30:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T00:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T00:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T00:30:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T00:30:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T00:30:00,S26,Hansol/Airport,1,1,0.04,3.0
2025-08-02T00:30:00,S27,Motera,0,0,0.0,0.0
2025-08-02T00:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T00:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T00:30:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T01:00:00,S01,Old City,0,0,0.0,0.0
2025-08-02T01:00:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-02T01:00:00,S03,Riverfront,0,0,0.0,0.0
2025-08-02T01:00:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T01:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T01:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T01:00:00,S07,SG Highway,1,1,0.05,3.0
2025-08-02T01:00:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T01:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T01:00:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T01:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T01:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T01:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T01:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T01:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T01:00:00,S16,Gota,0,0,0.0,0.0
2025-08-02T01:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T01:00:00,S18,Navrangpura,1,1,0.1,4.1
2025-08-02T01:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T01:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T01:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T01:00:00,S22,Kalupur,1,1,0.04,4.0
2025-08-02T01:00:00,S23,Ellis Bridge,1,1,0.09,5.3
2025-08-02T01:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T01:00:00,S25,Hansol/Airport,1,1,0.05,3.9
2025-08-02T01:00:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-02T01:00:00,S27,Motera,0,0,0.0,0.0
2025-08-02T01:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T01:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T01:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T01:30:00,S01,Old City,0,0,0.0,0.0
2025-08-02T01:30:00,S02,Ashram Road,1,1,0.06,4.9
2025-08-02T01:30:00,S03,Riverfront,0,0,0.0,0.0
2025-08-02T01:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T01:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T01:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T01:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T01:30:00,S08,Prahladnagar,1,1,0.05,5.5
2025-08-02T01:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T01:30:00,S10,Ellis Bridge,1,0,0.11,5.4
2025-08-02T01:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T01:30:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T01:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T01:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T01:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T01:30:00,S16,Gota,0,0,0.0,0.0
2025-08-02T01:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T01:30:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T01:30:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T01:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T01:30:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T01:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T01:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T01:30:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T01:30:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T01:30:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-02T01:30:00,S27,Motera,0,0,0.0,0.0
2025-08-02T01:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T01:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T01:30:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T02:00:00,S01,Old City,0,0,0.0,0.0
2025-08-02T02:00:00,S02,Ashram Road,1,1,0.06,3.7
2025-08-02T02:00:00,S03,Riverfront,1,1,0.09,4.0
2025-08-02T02:00:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T02:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T02:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T02:00:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T02:00:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T02:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T02:00:00,S10,Ellis Bridge,1,1,0.11,5.9
2025-08-02T02:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T02:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T02:00:00,S13,Thaltej,1,1,0.08,5.2
2025-08-02T02:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T02:00:00,S15,Sindhu Bhavan,1,1,0.07,3.4
2025-08-02T02:00:00,S16,Gota,0,0,0.0,0.0
2025-08-02T02:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T02:00:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T02:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T02:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T02:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T02:00:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T02:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T02:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T02:00:00,S25,Hansol/Airport,1,1,0.11,3.4
2025-08-02T02:00:00,S26,Hansol/Airport,2,1,0.1,4.8
2025-08-02T02:00:00,S27,Motera,0,0,0.0,0.0
2025-08-02T02:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T02:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T02:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T02:30:00,S01,Old City,2,1,0.1,4.0
2025-08-02T02:30:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-02T02:30:00,S03,Riverfront,1,1,0.09,3.3
2025-08-02T02:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T02:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T02:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T02:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T02:30:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T02:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T02:30:00,S10,Ellis Bridge,1,1,0.12,3.6
2025-08-02T02:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T02:30:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T02:30:00,S13,Thaltej,1,1,0.12,5.9
2025-08-02T02:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T02:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T02:30:00,S16,Gota,0,0,0.0,0.0
2025-08-02T02:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T02:30:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T02:30:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T02:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T02:30:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T02:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T02:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T02:30:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T02:30:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T02:30:00,S26,Hansol/Airport,1,1,0.07,2.1
2025-08-02T02:30:00,S27,Motera,1,1,0.1,2.9
2025-08-02T02:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T02:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T02:30:00,S30,Jivraj,2,2,0.1,3.0
2025-08-02T03:00:00,S01,Old City,1,1,0.11,4.0
2025-08-02T03:00:00,S02,Ashram Road,1,1,0.04,5.9
2025-08-02T03:00:00,S03,Riverfront,1,1,0.08,3.0
2025-08-02T03:00:00,S04,Riverfront,1,0,0.06,4.5
2025-08-02T03:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T03:00:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T03:00:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T03:00:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T03:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T03:00:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T03:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T03:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T03:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T03:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T03:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T03:00:00,S16,Gota,0,0,0.0,0.0
2025-08-02T03:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T03:00:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T03:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T03:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T03:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T03:00:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T03:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T03:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T03:00:00,S25,Hansol/Airport,1,1,0.11,5.3
2025-08-02T03:00:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-02T03:00:00,S27,Motera,0,0,0.0,0.0
2025-08-02T03:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T03:00:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T03:00:00,S30,Jivraj,1,1,0.08,5.5
2025-08-02T03:30:00,S01,Old City,0,0,0.0,0.0
2025-08-02T03:30:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-02T03:30:00,S03,Riverfront,0,0,0.0,0.0
2025-08-02T03:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T03:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T03:30:00,S06,IIM-A,1,0,0.11,2.7
2025-08-02T03:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T03:30:00,S08,Prahladnagar,1,1,0.1,2.3
2025-08-02T03:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T03:30:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T03:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T03:30:00,S12,Memnagar,1,1,0.1,4.1
2025-08-02T03:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T03:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T03:30:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T03:30:00,S16,Gota,0,0,0.0,0.0
2025-08-02T03:30:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T03:30:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T03:30:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T03:30:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T03:30:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T03:30:00,S22,Kalupur,0,0,0.0,0.0
2025-08-02T03:30:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T03:30:00,S24,Gita Mandir,1,1,0.08,2.5
2025-08-02T03:30:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T03:30:00,S26,Hansol/Airport,0,0,0.0,0.0
2025-08-02T03:30:00,S27,Motera,0,0,0.0,0.0
2025-08-02T03:30:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T03:30:00,S29,Shyamal,0,0,0.0,0.0
2025-08-02T03:30:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T04:00:00,S01,Old City,0,0,0.0,0.0
2025-08-02T04:00:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-02T04:00:00,S03,Riverfront,0,0,0.0,0.0
2025-08-02T04:00:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T04:00:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T04:00:00,S06,IIM-A,1,1,0.09,3.4
2025-08-02T04:00:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T04:00:00,S08,Prahladnagar,1,1,0.08,2.8
2025-08-02T04:00:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T04:00:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T04:00:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T04:00:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T04:00:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T04:00:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T04:00:00,S15,Sindhu Bhavan,0,0,0.0,0.0
2025-08-02T04:00:00,S16,Gota,0,0,0.0,0.0
2025-08-02T04:00:00,S17,Sola/Science City,0,0,0.0,0.0
2025-08-02T04:00:00,S18,Navrangpura,0,0,0.0,0.0
2025-08-02T04:00:00,S19,Vastrapur,0,0,0.0,0.0
2025-08-02T04:00:00,S20,Maninagar,0,0,0.0,0.0
2025-08-02T04:00:00,S21,Kalupur,0,0,0.0,0.0
2025-08-02T04:00:00,S22,Kalupur,1,1,0.1,4.5
2025-08-02T04:00:00,S23,Ellis Bridge,0,0,0.0,0.0
2025-08-02T04:00:00,S24,Gita Mandir,0,0,0.0,0.0
2025-08-02T04:00:00,S25,Hansol/Airport,0,0,0.0,0.0
2025-08-02T04:00:00,S26,Hansol/Airport,1,1,0.08,2.6
2025-08-02T04:00:00,S27,Motera,1,1,0.06,2.2
2025-08-02T04:00:00,S28,Thaltej,0,0,0.0,0.0
2025-08-02T04:00:00,S29,Shyamal,2,2,0.04,5.4
2025-08-02T04:00:00,S30,Jivraj,0,0,0.0,0.0
2025-08-02T04:30:00,S01,Old City,0,0,0.0,0.0
2025-08-02T04:30:00,S02,Ashram Road,0,0,0.0,0.0
2025-08-02T04:30:00,S03,Riverfront,1,1,0.12,2.0
2025-08-02T04:30:00,S04,Riverfront,0,0,0.0,0.0
2025-08-02T04:30:00,S05,Vastrapur,0,0,0.0,0.0
2025-08-02T04:30:00,S06,IIM-A,0,0,0.0,0.0
2025-08-02T04:30:00,S07,SG Highway,0,0,0.0,0.0
2025-08-02T04:30:00,S08,Prahladnagar,0,0,0.0,0.0
2025-08-02T04:30:00,S09,Navrangpura,0,0,0.0,0.0
2025-08-02T04:30:00,S10,Ellis Bridge,0,0,0.0,0.0
2025-08-02T04:30:00,S11,Navrangpura,0,0,0.0,0.0
2025-08-02T04:30:00,S12,Memnagar,0,0,0.0,0.0
2025-08-02T04:30:00,S13,Thaltej,0,0,0.0,0.0
2025-08-02T04:30:00,S14,Bopal,0,0,0.0,0.0
2025-08-02T04:30:00,S15,Sindhu Bhavan,1,1,0.04,2.5
2025-08-02T04:30:00,S16,Gota,0,0,0.0,0.0
2025-08-02T04:30:00,S17,Sola/Science City,0,0,0.0,0.0
